"","Product.Group.ID","Product.Group.Name.x","Business.Unit","MIN.Start.Month.Group","MIN.Effective.Start.Date","MAX.End.Month.Group","MAX.Effective.End.Date","Billed.Account.ID","Billed.Account.Name","Account.Name","Finance.Tier","Customer.Support.Tier","Based.Country","Geography..G.","Division..D.","Region..R.","Area..A.","Territory..T.","Product.Group.tier.2","Product.Group.tier.3","Product.Group.tier.4","Hyp...Business.Unit","Total.Past.12.Months.Dollar","Estm.Historical.Monthly.Rev","Contract.Months.Remaining","Contract.Remaining.Value..Q3.2014.to.Q2.2015.","Contract.Remaining.Value..Q4.2014.to.Q3.2015.","Contract.Remaining.Value..Total."
"18546","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","8/1/12 0:00","8/27/12 0:00","8/31/14 0:00","8/26/14 0:00","F-AC-1048317","Zero One Technology Co.,Ltd","Zero One Technology Co.,Ltd","","E","Taiwan","APJ","NORTH ASIA","HKT","HKT PARTNER","HKT PARTNER","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$225.98","$18.83",2,"$37.66","$0.00","$37.66"
"18552","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","8/1/12 0:00","8/10/12 0:00","8/31/14 0:00","8/9/14 0:00","F-AC-1050515","DPA34","DPA34","","E","USA","Americas","Enterprise","Public Sector","Custom/DoD","Custom","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$46,616.04","$3,884.67",2,"$7,769.34","$0.00","$7,769.34"
"18560","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","10/1/12 0:00","10/1/12 0:00","9/30/14 0:00","9/30/14 0:00","F-AC-1068720","Leisure Pools USA Trading, Inc.","Leisure Pools USA Trading, Inc.","","E","USA","APJ","SOUTH ASIA","ASEAN","ECG ASEAN","ECG ASEAN","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,666.63","$305.55",3,"$916.66","$0.00","$916.66"
"18564","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","6/1/14 0:00","6/10/14 0:00","4/30/16 0:00","4/9/16 0:00","1-7MWKS","Netmagic IT Services Pvt. Ltd.","VVIDIA COMMUNICATIONS PVT. LTD.","","E","India","APJ","INDIA","INDIA","INDIA MEDIA","INDIA MEDIA","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$0.00","$0.00",22,"$0.00","$0.00","$0.00"
"18583","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","12/1/12 0:00","12/1/12 0:00","11/30/14 0:00","11/30/14 0:00","F-AC-1103945","Interlude Ltd","Interlude Ltd","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$2,200.00","$183.33",5,"$916.67","$916.67","$916.67"
"18584","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","1/1/14 0:00","1/1/14 0:00","12/31/14 0:00","12/31/14 0:00","F-AC-1104162","For Rent Media Solutions","For Rent Media Solutions","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,000.00","$83.33",6,"$500.00","$500.00","$500.00"
"18586","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","2/1/13 0:00","2/1/13 0:00","1/31/15 0:00","1/31/15 0:00","F-AC-1109273","VisionMAX","VisionMAX","","E","Canada","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$2,500.00","$208.33",7,"$1,458.33","$1,458.33","$1,458.33"
"18588","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","3/1/13 0:00","3/15/13 0:00","3/31/15 0:00","3/14/15 0:00","F-AC-1121348","Samsung Parts","Samsung Parts","","E","USA","Americas","Enterprise","Enterprise West","Bay/Pacific NW","Bay/Pacific NW","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,604.13","$133.68",9,"$1,203.10","$1,203.10","$1,203.10"
"18589","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","3/1/13 0:00","3/6/13 0:00","9/30/14 0:00","9/5/14 0:00","F-AC-1123091","Hybris AS (Epic Streamer)","Hybris AS (Epic Streamer)","","E","Norway","EMEA","SEB","ECG SEB","ECG SEB","ECG SEB","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$2,137.67","$178.14",3,"$534.42","$0.00","$534.42"
"18593","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","1/1/14 0:00","1/1/14 0:00","12/31/14 0:00","12/31/14 0:00","F-AC-1136369","GPShopper","GPShopper","","E","USA","Americas","Enterprise","Enterprise East","Media East","Media East","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,000.00","$83.33",6,"$500.00","$500.00","$500.00"
"18594","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","11/1/12 0:00","11/13/12 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-1138087","The Book Nook","The Book Nook","","E","USA","Americas","Enterprise","Enterprise West","West","SoCal","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$5,550.06","$462.51",9,"$4,162.55","$4,162.55","$4,162.55"
"18596","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","12/1/12 0:00","12/1/12 0:00","7/31/14 0:00","7/31/14 0:00","F-AC-1143052","Knowledge Network Corporation","Knowledge Network Corporation","","E","Canada","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,000.00","$83.33",1,"$83.33","$0.00","$83.33"
"18599","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","9/1/13 0:00","9/1/13 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-1143820","etracker GmbH","etracker GmbH","","E","Germany","EMEA","CER","ECG CER","ECG CER","ECG CER","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,551.49","$295.96",9,"$2,663.61","$2,663.61","$2,663.61"
"18600","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","12/1/12 0:00","12/1/12 0:00","11/30/14 0:00","11/30/14 0:00","F-AC-1143849","C&A Marketing","C&A Marketing","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Commerce","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$499.98","$41.67",5,"$208.33","$208.33","$208.33"
"18627","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","4/1/13 0:00","4/1/13 0:00","6/30/15 0:00","6/30/15 0:00","F-AC-1170705","AuctionArms.com","AuctionArms.com","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Commerce","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,000.00","$83.33",12,"$1,000.00","$1,000.00","$1,000.00"
"18628","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","10/1/13 0:00","10/1/13 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-1170806","Peloton Interactive","Peloton Interactive","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,500.00","$291.67",9,"$2,625.00","$2,625.00","$2,625.00"
"18629","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","4/1/14 0:00","4/1/14 0:00","3/31/15 0:00","3/31/15 0:00","F-AC-1170886","Danidin LLC - CER","Danidin LLC - CER","","E","United Kingdom","EMEA","CER","CER Channel","CER Channel","CER Channel","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$7,287.26","$607.27",9,"$5,465.44","$5,465.44","$5,465.44"
"18637","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","6/1/13 0:00","6/1/13 0:00","11/30/14 0:00","11/30/14 0:00","F-AC-119136","Elgato Systems","Elgato Systems","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG High Tech","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$0.00","$0.00",5,"$0.00","$0.00","$0.00"
"18640","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","5/1/13 0:00","5/1/13 0:00","10/31/14 0:00","10/31/14 0:00","F-AC-1191783","Cinehost Inc.","Cinehost Inc.","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,529.00","$127.42",4,"$509.67","$0.00","$509.67"
"18641","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","8/1/13 0:00","8/1/13 0:00","7/31/15 0:00","7/31/15 0:00","1-AB9G7","Telefonica Soluciones de Informatica y Comunicaciones de Espana, S.A.","OAMI - Oficina de Armonizacion del Mercado Interior","","E","Spain","EMEA","SER","ECG SER","ECG SER","ECG SER","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$6,651.73","$554.31",13,"$6,651.73","$7,206.04","$7,206.04"
"18644","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","10/1/13 0:00","10/15/13 0:00","4/30/15 0:00","4/14/15 0:00","F-AC-1193236","Copia Interactive LLC","Copia Interactive LLC","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Commerce","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,467.71","$122.31",10,"$1,223.09","$1,223.09","$1,223.09"
"18646","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","12/1/13 0:00","12/1/13 0:00","5/31/15 0:00","5/31/15 0:00","F-AC-1193899","Peddinghaus Corporation","Peddinghaus Corporation","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,500.00","$125.00",11,"$1,375.00","$1,375.00","$1,375.00"
"18648","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","7/1/13 0:00","7/1/13 0:00","6/30/15 0:00","6/30/15 0:00","F-AC-1209081","Altare Publishing","Altare Publishing","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,000.00","$250.00",12,"$3,000.00","$3,000.00","$3,000.00"
"18653","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","7/1/13 0:00","7/1/13 0:00","2/28/15 0:00","2/28/15 0:00","F-AC-1213239","The American Swan Lifestyle Company Pvt Ltd","The American Swan Lifestyle Company Pvt Ltd","","E","India","APJ","INDIA","INDIA","INDIA MEDIA","INDIA MEDIA","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,098.01","$258.17",8,"$2,065.34","$2,065.34","$2,065.34"
"18656","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","4/1/14 0:00","4/1/14 0:00","9/30/15 0:00","9/30/15 0:00","F-AC-1213797","Cohen Brown Picture Company","Cohen Brown Picture Company","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$2,608.34","$217.36",15,"$2,608.34","$3,260.43","$3,260.43"
"18657","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","7/1/13 0:00","7/31/13 0:00","7/31/15 0:00","7/31/15 0:00","F-AC-1213799","Stage Right Enterprises, Inc.","Stage Right Enterprises, Inc.","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$2,500.00","$208.33",13,"$2,500.00","$2,708.33","$2,708.33"
"18680","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","10/1/13 0:00","10/15/13 0:00","4/30/15 0:00","4/14/15 0:00","F-AC-1242059","Life Care Services.","Life Care Services.","","E","USA","Americas","Enterprise","Enterprise West","Midwest","Midwest","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,500.00","$125.00",10,"$1,250.00","$1,250.00","$1,250.00"
"18684","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","9/1/13 0:00","9/1/13 0:00","1/31/15 0:00","1/31/15 0:00","F-AC-1245748","Mobile Factory, Inc.","Mobile Factory, Inc.","","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,631.68","$302.64",7,"$2,118.48","$2,118.48","$2,118.48"
"18686","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","6/1/13 0:00","6/1/13 0:00","5/31/15 0:00","5/31/15 0:00","F-AC-1252749","Homes Media solutions","Homes Media solutions","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$0.00","$0.00",11,"$0.00","$0.00","$0.00"
"18706","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","9/1/13 0:00","9/1/13 0:00","2/28/15 0:00","2/28/15 0:00","F-AC-1273182","AccountingCoach","AccountingCoach","","E","USA","Americas","Enterprise","Enterprise West","Midwest","Midwest","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,000.00","$83.33",8,"$666.67","$666.67","$666.67"
"18708","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","2/1/14 0:00","2/1/14 0:00","4/30/15 0:00","4/30/15 0:00","1-1MNPB9","CDN Solutions","BEAUTY GARAGE INC.","","E","Japan","APJ","JAPAN","JAPAN","JP COMMERCE","JP COMMERCE","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$532.58","$44.38",10,"$443.81","$443.81","$443.81"
"18709","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","8/1/13 0:00","8/1/13 0:00","7/31/15 0:00","7/31/15 0:00","F-AC-1273251","Sony Music Communications Inc.","Sony Music Communications Inc.","","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$5,052.18","$421.01",13,"$5,052.18","$5,473.19","$5,473.19"
"18713","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","11/1/13 0:00","11/1/13 0:00","10/31/14 0:00","10/31/14 0:00","F-AC-1273269","Mission Statement inc.","Mission Statement inc.","","E","Japan","APJ","JAPAN","JAPAN","JP INSTALL BASE","ECG JAPAN","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$3,734.49","$311.21",4,"$1,244.83","$0.00","$1,244.83"
"18719","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","9/1/13 0:00","9/19/13 0:00","9/30/14 0:00","9/18/14 0:00","AANA-3LEB68","KT Corporation","Brinicle","","E","Korea","APJ","NORTH ASIA","KOREA","KOREA MEDIA","KOREA MEDIA","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,414.17","$117.85",3,"$353.54","$0.00","$353.54"
"18720","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","5/1/12 0:00","5/1/12 0:00","4/30/15 0:00","4/30/15 0:00","B-C-C8KEVD","ITWay Solutions Ltd","Leverate","","E","Cyprus","EMEA","SEB","Emerging","Israel","Israel","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$57.81","$4.82",10,"$48.17","$48.17","$48.17"
"18724","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","9/1/13 0:00","9/1/13 0:00","8/31/15 0:00","8/31/15 0:00","F-AC-1288301","Soberlink","Soberlink","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$2,000.00","$166.67",14,"$2,000.00","$2,333.33","$2,333.33"
"18731","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","11/1/13 0:00","11/25/13 0:00","5/31/15 0:00","5/31/15 0:00","B-3-VH6I0N","AT&T Services, Inc.","Culver Digital Distribution","","E","USA","Americas","Enterprise","Enterprise West","Media West","Media West","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$15,795.00","$1,316.25",11,"$14,478.75","$14,478.75","$14,478.75"
"18732","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","8/1/13 0:00","8/1/13 0:00","7/31/14 0:00","7/31/14 0:00","F-AC-1305809","Dominion Web Solutions","Dominion Web Solutions","","E","USA","Americas","Enterprise","Emerging North America","ECG North America","ECG Media","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,000.00","$83.33",1,"$83.33","$0.00","$83.33"
"18738","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","2/1/14 0:00","2/1/14 0:00","4/30/15 0:00","4/30/15 0:00","F-AC-917058","SOFTBANK TELECOM Corp.","Fashion-Co-Lab.","","E","Japan","APJ","JAPAN","JAPAN","JP COMMERCE","JP COMMERCE","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$1,472.55","$122.71",10,"$1,227.13","$1,227.13","$1,227.13"
"18744","B-3-AXTTN","PROFESSIONAL SERVICES - ENTERPRISE","Services","5/1/14 0:00","5/1/14 0:00","6/30/15 0:00","6/30/15 0:00","1-OY5TDF","ITOCHU Techno-solutions Corporation","IID, Inc.","","E","Japan","APJ","JAPAN","JAPAN","JP MEDIA","JP MEDIA","Professional Services - Enterprise","Professional Services - Enterprise","Professional Services - Enterprise","Services BU","$5,890.20","$490.85",12,"$5,890.20","$5,890.20","$5,890.20"
